Entry	Cross-reference (Pfam)
Q7Z628	PF00169;PF00621;
Q96PE2	PF00621;
Q8NDY3	PF03747;
Q9Y4X5	PF01485;
Q99856	PF01388;
Q4LE39	PF01388;PF08169;PF11717;
Q68CP9	PF01388;PF02257;
Q0P5N6	PF00025;
Q8IVW1	PF00025;PF15840;
P40616	PF00025;
P40617	PF00025;
P49703	PF00025;
Q9NVJ2	PF00025;
Q5W041	PF00514;
Q8IUR7	PF00514;
Q9P291	PF04826;
Q9UH62	PF04826;
P27540	PF00010;PF00989;
Q01484	PF00023;PF12796;PF00531;PF00791;
Q12955	PF00023;PF12796;PF13606;PF00531;PF00791;
Q9NU02	PF00023;PF12796;
Q92527	PF12796;
A6NFN9	PF00240;
Q9P2S6	PF12796;PF02493;PF01753;
P55345	PF05185;PF14604;
Q75V66	PF16178;PF04547;
Q6UB99	PF12796;
Q5VYY1	PF12796;
Q7Z3H0	PF12796;
Q8N8A2	PF00023;PF12796;
C9JTQ0	PF12796;
A6NF34	PF05587;PF00092;
O76027	PF00191;
P28039	PF00657;PF03489;
O43747	PF01602;PF02883;
O75843	PF01602;PF02883;
Q9BWW9	PF05461;
Q8IXF9	PF00230;
P29972	PF00230;
A6NL99	PF00230;
O43315	PF00230;
Q66PJ3	PF10500;
Q92747	PF00400;
O15143	PF00400;
P84077	PF00025;
P18085	PF00025;
P62330	PF00025;
Q12774	PF15441;PF00621;PF14604;
O94989	PF00621;
Q8IW93	PF00621;PF14604;
Q969Q4	PF00025;
P36404	PF00025;
Q6NXE6	PF00514;
Q9HBZ2	PF00010;PF00989;PF08447;
Q5VTE6	PF03372;
P03950	PF00074;
O43827	PF00147;
Q8NFD2	PF12796;PF07714;
Q9Y2G4	PF12796;
Q68DC2	PF12796;PF00536;
Q8IV38	PF12796;PF01753;
O14744	PF05185;
Q6P6B7	PF00023;PF12796;
O75179	PF12796;PF00013;
Q86SG2	PF12796;PF13606;
Q86W74	PF12796;
Q8WVL7	PF00023;PF12796;
Q8NB46	PF00023;PF12796;
Q8N9V6	PF12796;
A6NC57	PF13606;
Q9H6X2	PF05586;PF05587;PF00092;
O14617	PF01602;PF06375;
Q96N21	PF01417;
Q9UPM8	PF01602;PF14807;
Q99767	PF00595;PF00640;
O00213	PF00640;
Q9UJX4	PF12862;
Q8J025	PF14921;
P02655	PF05355;
P55056	PF15119;
P05090	PF08212;
P02649	PF01442;
Q9BWW8	PF05461;
O95445	PF11032;
P07741	PF00156;
Q8NBQ7	PF00230;
P10398	PF00130;PF07714;PF02196;
Q96P48	PF01412;PF00169;PF00788;PF00620;PF00536;
Q8WZ64	PF01412;PF00169;PF00788;PF00620;PF00536;
Q8N6T3	PF01412;
P53365	PF06456;
P05089	PF00491;
Q9NWB6	PF15346;
P31751	PF00169;PF00069;PF00433;
Q9H8T0	PF00179;
P51648	PF00171;
P30038	PF00171;
Q9BT30	PF13532;
Q86TB3	PF02816;PF07679;
Q8IY63	PF12240;
Q9BXX3	PF00023;PF12796;
A6NCL7	PF12796;
P16860	PF00212;
Q9P2R3	PF00023;PF12796;PF00651;PF01363;
O95841	PF00147;
Q9Y264	PF00147;
P16157	PF00023;PF12796;PF13606;PF00531;PF00791;
Q8IWZ3	PF12796;PF00013;
Q8NAG6	PF12796;PF03020;
Q86XL3	PF01693;PF03020;
Q15327	PF12796;
Q9GZV1	PF12796;
Q9NQ90	PF16178;PF04547;
P16066	PF01094;PF00211;PF07714;
P17342	PF01094;
Q9H560	PF00023;PF12796;
Q8N7Z5	PF00023;PF12796;
Q8N8V4	PF12796;PF00536;
P01008	PF00079;
Q9UJ72	PF00191;
P50995	PF00191;
P07355	PF00191;
P09525	PF00191;
P13928	PF00191;
O75106	PF01179;PF02727;PF02728;
Q9Y6Q5	PF00928;PF01217;
Q92754	PF03299;
O00203	PF01602;PF14796;PF14797;
P53677	PF00928;PF01217;
P59780	PF01217;
Q92624	PF13374;
Q9UM13	PF03256;
Q96BI3	PF06105;
P49418	PF03114;
P15144	PF11838;PF01433;
Q6UX39	PF15757;
P04745	PF00128;PF02806;
Q6ZTN6	PF11904;
Q5CZ79	PF12796;
Q69YU3	PF12796;
Q9UJX6	PF08672;PF00888;
P10275	PF02166;PF00104;PF00105;
P01160	PF00212;
Q9UKU9	PF00147;
Q8NI99	PF00147;
E9PGG2	PF00046;PF16878;
Q7Z5J8	PF12796;PF00514;
Q06278	PF01315;PF02738;PF03450;PF00941;PF00111;PF01799;
P61966	PF01217;
Q96PC3	PF01217;
Q92481	PF03299;
Q9UJX5	PF12896;PF12894;
Q9ULZ1	PF15360;
P27695	PF03372;
Q06481	PF10515;PF12924;PF12925;PF02177;PF00014;
P02647	PF01442;
P02654	PF04691;
O15033	PF00630;PF00632;
P61204	PF00025;
Q8N726	PF07392;
Q5SW96	PF00640;
O95376	PF01485;
P29374	PF01388;PF08169;PF11717;
Q9NZD4	PF09236;
Q96NN9	PF07992;PF14759;PF00355;
Q02952	PF10522;PF03832;
Q12802	PF00169;PF00621;PF10522;
P47895	PF00171;
O75891	PF00171;PF02911;PF00551;PF00550;
Q53TS8	PF15729;
P43353	PF00171;
Q9Y672	PF03155;
O95076	PF00046;
P19021	PF03712;PF01082;PF01436;
Q16671	PF01064;PF00069;
Q8IY45	PF13516;
Q9Y2J4	PF12240;
Q8N6M6	PF09127;PF01433;
P30533	PF06401;PF06400;
Q86YJ7	PF12796;PF11904;
Q8IVF6	PF12796;PF12001;
Q9BYT9	PF16178;PF04547;
Q6IWH7	PF16178;PF04547;
Q8TF21	PF00023;PF12796;
O15084	PF00023;PF12796;
Q8N6D5	PF00023;PF12796;
Q53RE8	PF12796;
Q9ULJ7	PF00023;PF12796;
B4E2M5	PF12796;
Q92625	PF12796;PF00640;PF00536;PF07647;
P08133	PF00191;
P20073	PF00191;
P19801	PF01179;PF02727;PF02728;
P21397	PF01593;
O60641	PF07651;
Q63HQ0	PF15745;
O95782	PF01602;PF02296;PF02883;
Q7Z6R9	PF03299;
Q9H1Y0	PF04106;
Q7Z3C6	PF04109;
Q8N6G6	PF07679;PF08686;PF00090;
Q13315	PF02259;PF02260;PF00454;PF11640;
P35670	PF00122;PF00403;
Q5VV63	PF00431;PF07974;PF01344;PF00059;PF01437;
Q13535	PF02259;PF02260;PF00454;PF08064;
P58397	PF05986;PF01562;PF01421;PF00090;
Q9UNA0	PF05986;PF01562;PF01421;PF00090;
Q9UP79	PF05986;PF01562;PF01421;PF00090;
Q9UBB4	PF09759;
P54253	PF12547;PF08517;
Q8WWM7	PF06741;PF07145;PF14438;
Q99700	PF06741;PF07145;PF14438;
O15265	PF08313;
Q9UQB9	PF00069;
Q8NBF6	PF09794;
Q5VT79	PF00191;
O15169	PF16646;PF08833;PF00778;PF00615;
Q2TB18	PF00752;
O60312	PF00122;PF16212;PF16209;
O94823	PF00122;PF16212;PF16209;
P98196	PF00122;PF16212;PF16209;
Q13733	PF00689;PF00690;PF00122;
P05026	PF00287;
Q2TAZ0	PF13329;PF09333;PF12624;
Q674R7	PF04109;
P20648	PF00689;PF00690;PF00122;PF09040;
P25705	PF00006;PF00306;PF02874;
P06576	PF00006;PF02874;
Q8N5M1	PF07542;
Q8TE58	PF05986;PF01562;PF01421;PF00090;
O95450	PF05986;PF01562;PF01421;PF00090;
Q9UKP5	PF05986;PF01562;PF08686;PF01421;PF00090;
Q9P2N4	PF05986;PF08685;PF01562;PF01421;PF00090;
P36575	PF02752;PF00339;
Q8N5I2	PF02752;PF00339;
Q8TBH0	PF02752;PF00339;
Q9BVC5	PF15323;
Q16515	PF00858;
Q9UHC3	PF00858;
O43681	PF02374;
A6ND91	PF01958;PF03447;
P20933	PF01112;
Q96KQ4	PF12796;PF00018;
Q06055	PF00137;
Q9Y2Q0	PF00122;PF16212;PF16209;
O43520	PF00122;PF16212;PF16209;
Q9H0Y0	PF03987;
Q9NT62	PF03987;PF10381;PF03986;
Q96DT6	PF03416;
Q96SQ7	PF00010;
O00244	PF00403;
P56385	PF05680;
P36542	PF00231;
P08519	PF00051;PF00089;
Q9BPW4	PF05461;
Q7Z2E3	PF00498;PF16278;
O14520	PF00230;
P35626	PF00169;PF00069;PF00615;
A5YM69	PF15441;
Q9NXU5	PF00025;
P56559	PF00025;
Q9Y689	PF00025;
Q96BM9	PF00025;
Q8N2F6	PF04826;
Q9H6L4	PF00514;
Q7L311	PF04826;
Q9P1U1	PF00022;
A6NEK1	PF02752;PF00339;
Q9HBK9	PF13847;
P0C7U1	PF17048;
Q9ULH1	PF12796;PF01412;PF00169;PF00018;
Q9Y576	PF12796;PF07525;
Q96Q27	PF12796;PF13606;PF07525;
Q9NVP2	PF04729;
P07307	PF00059;PF03954;
Q9NR48	PF01426;PF00439;PF00856;
Q92485	PF00149;
P46597	PF16864;PF00891;
P17405	PF00149;
Q8IZT6	PF15780;PF00307;PF00612;
Q13625	PF12796;PF00018;
Q9ULK2	PF08313;
Q5T9A4	PF00004;PF12037;
P15336	PF00170;
P06727	PF01442;
P02749	PF00084;PF09014;
O14791	PF05461;
A6NJG6	PF00046;
P78540	PF00491;
Q9NVT9	PF00514;
Q5T2S8	PF00514;
P61158	PF00022;
Q9H9F9	PF00022;
P49407	PF02752;PF00339;
Q8NCT1	PF02752;PF00339;
P54793	PF00884;
Q9H2C2	PF04161;
Q96QS3	PF00046;PF03826;
Q8WXK4	PF00023;PF12796;PF07525;
Q8WXK1	PF12796;PF07525;
Q6ZVZ8	PF12796;PF13606;PF07525;
Q9Y574	PF12796;PF07525;
Q8IXJ9	PF13919;PF05066;PF13922;
P54707	PF00689;PF00690;PF00122;
Q9H7F0	PF00689;PF00690;PF00122;PF12409;
Q4VNC0	PF00690;PF00122;PF12409;
P05023	PF00689;PF00690;PF00122;
P50993	PF00689;PF00690;PF00122;
P13637	PF00689;PF00690;PF00122;
Q9UN42	PF00287;
O75185	PF00689;PF00690;PF00122;
Q7Z4Y8	PF04718;
Q8NBU5	PF00004;
Q9ULI0	PF00004;PF00439;
P18850	PF00170;
O94817	PF04110;
Q8WYN0	PF03416;
Q9Y4P1	PF03416;
O95352	PF16420;PF00899;
Q32M88	PF03632;
Q9UII2	PF04568;
Q8WXF7	PF02263;
Q6DD88	PF02263;PF02841;
Q6Q788	PF01442;
Q9BQE5	PF05461;
Q96IL0	PF10231;
Q96PS8	PF00230;
P41181	PF00230;
Q92482	PF00230;
Q13520	PF00230;
Q5H913	PF00025;
Q8IWT0	PF01951;
P84085	PF00025;
Q8N6H7	PF01412;
Q9NP61	PF01412;
P53367	PF06456;
Q7L4S7	PF04826;
P59998	PF05856;
P32121	PF02752;PF00339;
Q5FYB0	PF00884;
Q6UWY0	PF00884;
P11245	PF00797;
Q9NWX5	PF12796;PF07525;
Q99929	PF00010;
Q9Y294	PF04729;
P07306	PF00059;PF03954;
Q9UBL3	PF00622;
Q9NY37	PF00858;
Q9NWL6	PF00733;
P08243	PF00733;PF13537;
Q9BZE9	PF11470;PF00789;
Q9BXN1	PF13855;PF01462;
P61160	PF00022;
Q9C0K3	PF00022;
O15144	PF04045;
Q5FYB1	PF00884;
Q5T4W7	PF00019;
O00192	PF00514;
P18440	PF00797;
Q8WXI3	PF12796;PF07525;
A6NK59	PF12796;PF07525;
Q9H1I8	PF02845;
P42127	PF05039;
O95671	PF16864;PF02545;PF00891;
Q8TBG4	PF00202;
P48201	PF00137;
Q9NTI2	PF00122;PF16212;PF16209;
Q5T2N8	PF00004;PF12037;
O95260	PF04377;PF04376;
Q9BSB4	PF07855;
Q6ZMM2	PF05986;PF01759;PF00090;
P54710	PF02038;
Q8N100	PF00010;
P51164	PF00287;
P00846	PF00119;
O75110	PF00122;PF16212;PF16209;
Q86WX3	PF15684;
Q9H981	PF00022;
O15145	PF04062;
O15511	PF04699;
Q96B67	PF02752;PF00339;
P10523	PF02752;PF00339;
P15289	PF00884;
P15848	PF00884;
P51689	PF00884;
Q96EG1	PF00884;
Q5FYA8	PF00884;
Q8WXJ9	PF07525;
Q9H765	PF12796;PF07525;
Q96DX5	PF12796;PF07525;
Q8N9N2	PF10469;PF00013;
Q9NQ33	PF00010;
Q6XD76	PF00010;
P78348	PF00858;
Q96FT7	PF00858;
Q9NVM9	PF10221;
Q9C0F0	PF13919;PF05066;PF13922;
P16615	PF00689;PF00690;PF00122;PF08282;
Q01814	PF12424;PF00689;PF00690;PF00122;PF08282;
P18848	PF00170;
Q99941	PF00170;
Q92484	PF00149;
Q5U4P2	PF05118;
Q6ICH7	PF05118;
Q12797	PF05279;PF05118;
P00966	PF00764;
P18846	PF00170;PF02173;
P54259	PF03154;
P18859	PF05511;
O75964	PF04718;
Q04656	PF00122;PF00403;
P03928	PF00895;
P82987	PF07679;PF08686;PF00090;
Q6UY14	PF05986;PF08686;PF00090;
P56381	PF04627;
P30049	PF02823;
Q9H7T9	PF15334;
O75061	PF00226;PF10409;
P04920	PF07565;PF00955;
Q96Q91	PF07565;PF00955;
P02730	PF07565;PF00955;
Q92934	PF10514;
Q76L83	PF13919;PF05066;PF13922;
Q8WWH4	PF00023;PF12796;PF07647;
Q9P241	PF00122;PF16212;PF16209;
Q9Y2G3	PF00122;PF16212;PF16209;
Q8NB49	PF00122;PF16212;PF16209;
Q93084	PF00689;PF00690;PF00122;PF08282;
P20020	PF12424;PF00689;PF00690;PF00122;
P98194	PF00689;PF00690;PF00122;
Q8IUZ5	PF00202;
P24539	PF05405;
P05496	PF00137;
Q5SQI0	PF05301;
P18847	PF00170;
Q9Y2D1	PF00170;
P56134	PF10206;
Q9H3M9	PF02099;
Q9H503	PF02961;
P50895	PF08205;PF13895;PF07686;
Q9H6U6	PF12490;
Q8NHH9	PF02263;PF02841;
Q92858	PF00010;
Q9Y6H3	PF09768;
O43861	PF00122;PF16212;PF16209;
Q5TC12	PF06644;
Q9Y679	PF02845;
Q13705	PF01064;PF00069;
P48751	PF07565;PF00955;
Q9Y2A9	PF01762;
Q9NYF8	PF15440;
Q9Y284	PF03669;
Q6HA08	PF01400;
O75129	PF01823;
Q4VNC1	PF00690;PF00122;PF12409;
P14415	PF00287;
P54709	PF00287;
O14983	PF00689;PF00690;PF00122;PF08282;
Q16720	PF12424;PF00689;PF00690;PF00122;PF08282;
P23634	PF12424;PF00689;PF00690;PF00122;
Q5T6C5	PF08313;
Q14CW9	PF08313;PF08209;
P98198	PF00122;PF16212;PF16209;
O60423	PF00122;PF16212;PF16209;
Q6PL18	PF00004;PF00439;
Q96QE3	PF00004;
Q86WG3	PF12496;PF13716;
Q9NVI7	PF00004;PF12037;
P17544	PF00170;
O75143	PF10033;
Q96BY7	PF13329;PF09333;PF12624;
Q86TL0	PF03416;
Q86TH1	PF05986;PF08686;PF00090;
P48047	PF00213;
Q9H324	PF05986;PF01562;PF08686;PF01421;PF00090;
Q8WXS8	PF05986;PF01562;PF01421;PF00090;
Q8TE57	PF05986;PF01562;PF08686;PF01421;PF00090;
Q8TE56	PF05986;PF01562;PF01421;PF00090;
P59510	PF05986;PF08685;PF01562;PF01421;PF00090;
O75173	PF05986;PF01562;PF01421;PF00090;
P0C7T5	PF08517;
Q9H1Z8	PF15187;
O14965	PF00069;
Q3ZCQ2	PF15721;
Q5T1B0	PF10211;
Q96A70	PF02784;PF00278;
Q07817	PF00452;PF02180;
Q9BPU9	PF07162;
O00154	PF03061;
Q13145	PF06211;
Q8N1L9	PF00170;
Q8TAM1	PF00118;
Q9C0K0	PF00096;
Q9NWK9	PF04438;
Q4VC05	PF04714;
O00512	PF11502;
Q9HD20	PF00122;
Q9NQ11	PF00122;PF12409;
Q5VTU8	PF04627;
Q8TF62	PF00122;PF16212;PF16209;
Q6RW13	PF06396;
O75882	PF00431;PF01344;PF00059;PF01437;
P46100	PF00271;PF00176;
Q76LX8	PF01421;PF00090;
Q8TE60	PF05986;PF01562;PF08686;PF01421;PF00090;
Q8TE59	PF05986;PF01562;PF08686;PF01421;PF00090;
Q9UHI8	PF05986;PF01562;PF01421;PF00090;
O15072	PF05986;PF01562;PF01421;PF00090;
Q9UKP4	PF05986;PF01562;PF01421;PF00090;
P17735	PF00155;PF07706;
Q9H6S1	PF12845;
Q92843	PF00452;PF02180;
Q16548	PF00452;
Q8NFL0	PF01762;
Q67FW5	PF00535;
O43825	PF01762;
Q8NHY0	PF00535;
O43286	PF02709;PF13733;
Q14032	PF08840;PF04775;
Q9UQB8	PF08397;PF14604;
O94812	PF00168;PF10540;
Q6ZNE5	PF10186;
Q92560	PF01088;
P82251	PF13520;
Q9NR55	PF00170;
Q9UIG0	PF00439;PF00628;PF10537;PF15612;PF15613;
Q9BXH1	PF15826;
Q8N3I7	PF07289;
Q8WY36	PF09667;PF00505;
Q9H165	PF00096;
Q9C0J9	PF07527;PF00010;
Q13323	PF12201;
Q13825	PF00378;
Q96GD4	PF00069;
Q9HD36	PF00452;
Q9BXK5	PF00452;
Q9P2W7	PF03360;
O75752	PF01762;
Q9NY97	PF01762;
Q9C0J1	PF01762;
Q7Z7M8	PF01762;
Q6UX72	PF01762;
O96024	PF01762;
O60512	PF02709;PF13733;
Q9UBV7	PF02709;PF13733;
O14867	PF00651;PF03131;
Q6ZUV0	PF03061;
Q99933	PF02179;PF00240;
P46379	PF12057;PF00240;
Q8NDB2	PF14545;
Q8N9N5	PF10523;
Q07812	PF00452;
Q6ZW61	PF00118;
Q9BXC9	PF14782;PF14783;PF14781;
Q96RK4	PF13414;PF13181;
Q5H9F3	PF12796;PF15808;PF16553;
Q02338	PF00106;
Q5T5X7	PF10523;
Q7L4P6	PF10523;
Q8NFU1	PF01062;
Q12934	PF00038;
Q13515	PF00038;
P16278	PF13364;PF01301;
Q7RTS1	PF00010;
Q9H2M3	PF02574;
O15392	PF00653;
Q96CA5	PF00653;
Q8TDH9	PF14942;
Q9UL45	PF14712;
Q13867	PF03051;
A8MY62	PF00144;
O95393	PF00019;PF00688;
O95972	PF00019;
Q9NSY1	PF15282;PF00069;
P12643	PF00019;PF00688;
P36894	PF01064;PF07714;PF08515;
O75936	PF06155;PF02668;
O75366	PF00626;PF02209;
Q5T686	PF15063;
P27037	PF01064;PF00069;
Q58HT5	PF03982;
Q9Y2T1	PF16646;PF08833;PF00778;PF00615;
P61769	PF07654;
Q76KP1	PF05679;PF07691;
O60909	PF02709;PF13733;
O60513	PF02709;PF13733;
O95429	PF02179;
Q86Y30	PF08180;
Q9P281	PF01426;
Q9NRL2	PF00439;PF02791;PF00628;PF10537;PF15612;PF15613;
Q9UIF9	PF00439;PF02791;PF01429;PF00628;PF15612;PF15613;
Q6ZUJ8	PF14545;
P56945	PF12026;PF08824;PF00018;
O15382	PF01063;
Q9P287	PF13862;
Q9BYV7	PF03055;
O95999	PF00619;
P10415	PF00452;PF02180;
Q8N1M1	PF01062;
Q00994	PF04538;
P16442	PF03414;
P08236	PF00703;PF02836;PF02837;
Q9UBW5	PF03114;
P46663	PF00001;
Q5H9B9	PF15282;
O00327	PF00010;PF00989;
Q8WYA1	PF00010;PF00989;
P51813	PF00779;PF00169;PF07714;PF00017;
O60238	PF06553;
Q7Z465	PF12496;PF13716;
Q9BQP9	PF01273;
Q8TDL5	PF01273;PF02886;
P59827	PF01273;PF02886;
Q8NFQ6	PF01273;PF02886;
Q9NXR7	PF06113;
Q9HCU9	PF08598;
Q9C0B6	PF01823;
Q3C1V8	PF00046;
Q075Z2	PF00040;
Q5W0U4	PF13765;PF00622;
Q96K17	PF01849;
A6QL63	PF00023;PF12796;PF00651;
Q7Z5L3	PF00386;PF01391;
Q86Z23	PF00386;
Q9NPY3	PF12662;PF07645;PF00059;
Q9BXJ1	PF00386;PF01391;
Q9BXJ0	PF00386;PF01391;
Q9NZP8	PF00431;PF00089;
P00736	PF00431;PF00084;PF00089;
P09871	PF00431;PF00084;PF00089;
Q8WZ19	PF02214;
P56817	PF00026;
Q9BYV9	PF00651;PF03131;
O75531	PF02961;
O95817	PF02179;PF00397;
Q86Y28	PF08180;
Q8TBE0	PF01426;
O14514	PF00002;PF16489;PF01825;PF02793;PF00090;
Q9BZE3	PF00046;
Q9UMQ3	PF00046;
Q16520	PF00170;
Q9UIF8	PF00439;PF02791;PF01429;PF00628;PF15613;
O75815	PF00617;PF00017;
P54687	PF01063;
Q9BQE9	PF04714;
Q6P575	PF02837;
Q6UXY1	PF08397;PF14604;
Q9H694	PF00013;PF00536;
Q96G01	PF09730;
P53004	PF09166;PF01408;
Q9Y6D5	PF16213;PF09324;PF01369;PF12783;
Q6QNY0	PF15753;
P13497	PF01400;PF00431;PF07645;
P22003	PF00019;PF00688;
P34820	PF00019;PF00688;
O00238	PF01064;PF07714;PF08515;
Q12982	PF12496;PF13716;
Q12983	PF06553;
Q96FH0	PF10167;
Q96DR5	PF01273;
P25440	PF17035;PF00439;
Q9NPI1	PF00439;PF12024;
Q9HAW0	PF08271;
O95415	PF10164;
Q6PL45	PF04089;
Q5VW32	PF03097;
P55201	PF00439;PF10513;PF00855;
Q8TDN6	PF04427;
Q9NW68	PF03909;
Q8WZ55	PF15462;
Q9UPA5	PF05715;
Q10588	PF02267;
Q9H0C5	PF07707;PF00651;PF08005;
Q9P203	PF07707;PF00651;
P20290	PF01849;
Q14201	PF07742;
Q6UX41	PF13765;PF00622;PF07686;
P54252	PF02099;PF02809;
Q6E213	PF03982;
Q9NPZ5	PF03360;
Q8NCR0	PF01762;
Q6Y288	PF02434;
Q6ZMB0	PF01762;
Q9UBX8	PF02709;PF13733;
Q9UPM9	PF07162;
Q13829	PF02214;
Q9H3F6	PF02214;
Q9Y5Z0	PF00026;
Q13072	PF08180;
Q86Y29	PF08180;
Q86Y27	PF08180;
Q16611	PF00452;
P51572	PF05529;
Q9NY43	PF00046;
Q9HBU1	PF00046;
A8MTZ0	PF14777;
Q8NFJ9	PF14779;
O14874	PF10436;PF02518;
Q8N143	PF00651;
P41182	PF00651;
Q6ZU67	PF10523;
Q5SZJ8	PF10523;
O76090	PF01062;
Q9HBH7	PF04538;
Q7RTU4	PF00010;
Q8NDY6	PF00010;
O14503	PF07527;PF00010;
Q9UHR4	PF08397;PF14604;
Q8TD16	PF09730;
Q5TH69	PF16213;PF09324;
O00499	PF03114;PF14604;
A6NMY6	PF00191;
O14977	PF02784;PF00278;
O43521	PF08945;PF06773;
O94766	PF03360;
Q00973	PF00535;
Q6L9W6	PF05679;PF07691;
P15291	PF02709;PF13733;
Q8WXS3	PF06989;
Q9UL15	PF02179;
Q9HAY6	PF03055;
P20749	PF12796;
Q8WUZ0	PF04714;
Q9Y276	PF00004;PF08740;
P23560	PF00243;
Q8NFU0	PF01062;
Q13489	PF00653;PF00619;
P54132	PF08072;PF16204;PF16202;PF00270;PF00271;PF00570;PF16124;PF09382;
P22004	PF00019;PF00688;
P18075	PF00019;PF00688;
Q8N8U9	PF08742;PF01826;PF00093;PF00094;
Q9UMX3	PF00452;
Q86WA6	PF00561;
P50747	PF02237;PF03099;PF09825;
O15178	PF00907;
Q6PJG6	PF02985;
Q5PSV4	PF08598;
B2RXH4	PF00651;
P78543	PF07742;
Q6UXE8	PF13765;PF00622;PF07686;
Q9Y6E2	PF02020;
Q96A19	PF01576;
Q99622	PF14974;
Q13901	PF04000;
P02747	PF00386;PF01391;
O75973	PF00386;PF01391;
Q9BXI9	PF00386;PF01391;
B2RNN3	PF00386;PF01391;
Q6UB35	PF01268;PF00763;PF02882;
Q9P2K1	PF00168;PF15625;
P33076	PF13516;
Q9NRR3	PF00786;
Q99643	PF01127;
O14569	PF03188;
Q8NEQ6	PF15547;
Q8N9H9	PF15094;
Q6ZWK4	PF15763;
Q7Z3S7	PF08473;PF13768;PF08399;
Q86Y37	PF00888;
Q9P1Z2	PF07888;
P43155	PF00755;
P55289	PF00028;PF01049;
P55290	PF00028;PF08758;
Q9H159	PF00028;PF01049;
Q9H251	PF00028;
Q9ULB4	PF00028;PF01049;
Q9BY67	PF08205;PF07686;
Q8N126	PF08205;PF07679;
Q13112	PF15512;PF00400;
O43570	PF00194;
P00918	PF00194;
Q9Y2D0	PF00194;
P35219	PF00194;
Q86XJ0	PF14798;
Q05682	PF02029;
P62158	PF13499;
Q9NYX4	PF06387;
Q01518	PF08603;PF01213;
O75052	PF00640;
Q6IMN6	PF00386;PF12287;
Q6TDU7	PF15927;
P07498	PF00997;
P49662	PF00619;
Q6UXS9	PF00619;
P07858	PF00112;PF08127;
P09668	PF08246;PF00112;
A6NCI8	PF15442;
P78537	PF06320;
Q7L3V2	PF16297;
Q9UKI2	PF14957;PF00786;
Q15059	PF17035;PF00439;
O60885	PF17035;PF17105;PF00439;
O60477	PF01823;
Q76B58	PF01823;
A6NE02	PF07707;PF00651;
Q9NR16	PF00530;
Q6UWJ8	PF05283;
Q9Y4F5	PF15308;PF00498;
Q69YN2	PF04677;PF04676;
Q9NS00	PF02434;
P02745	PF00386;PF01391;
P04003	PF00084;
P10092	PF00214;
P30988	PF00002;PF02793;
Q13939	PF07707;PF00651;PF01344;
P27482	PF13499;
Q5T5Y3	PF17095;PF11971;PF08683;
Q9P1Y5	PF17095;PF11971;PF08683;
Q6ZSI9	PF01067;PF00648;
O75808	PF00648;PF00641;
P17655	PF01067;PF13833;PF00648;
P20807	PF01067;PF13202;PF13833;PF00648;
Q86VP6	PF08623;
Q8WVQ1	PF06079;
Q8WWF8	PF13499;
Q9BWT7	PF00619;
Q9BXL7	PF00619;
Q16568	PF06373;
Q13075	PF00653;
Q13490	PF00653;PF00619;
P30043	PF13460;
Q1RMZ1	PF11968;
Q9H3K6	PF01722;
O14613	PF14957;PF00786;
Q9NP55	PF01273;
P59826	PF01273;PF02886;
P17213	PF01273;PF02886;
Q12830	PF00439;PF02791;PF00628;PF15612;PF15613;
Q9H0E9	PF00439;
Q96NH3	PF14961;
Q9ULD4	PF00439;PF10513;PF00855;
P78410	PF07686;
Q9NY30	PF07742;
P15538	PF00067;
Q96HQ2	PF11952;
B7Z1M9	PF00168;
Q6ZMU1	PF00207;PF07678;
Q8N8Q1	PF03188;
Q8N6N3	PF15559;
Q9BRK5	PF13202;PF13499;
Q9NZU7	PF13499;
Q9NP86	PF13499;
Q96KC9	PF15367;
O00555	PF08763;PF16905;PF00520;
Q00975	PF08763;PF16905;PF00520;
Q9P0X4	PF00520;
Q02641	PF00625;PF12052;
Q9UMQ6	PF01067;PF13833;PF00648;
A8MX76	PF01067;PF00648;
P40123	PF08603;PF01213;
P40121	PF00626;
Q5EG05	PF00619;
Q8TCZ2	PF12301;
Q9H246	PF15389;
Q9BV19	PF10504;
Q5SY80	PF15020;
Q9NX04	PF15011;
Q5VU69	PF15104;
Q8TDN4	PF00134;
Q9NPB3	PF00036;PF13499;
Q86V35	PF13499;
O75952	PF02197;
Q13936	PF08763;PF16885;PF16905;PF00520;
Q01668	PF08763;PF16885;PF16905;PF00520;
Q15878	PF08763;PF16905;PF00520;
O60840	PF08763;PF16885;PF16905;PF00520;
O43497	PF00520;
O95180	PF00520;
Q13698	PF08763;PF16905;PF00520;
P54284	PF00625;PF12052;
Q9Y6N8	PF00028;PF01049;
P55287	PF00028;PF01049;
P55291	PF00028;PF01049;
Q12864	PF00028;
Q9UJ99	PF00028;PF01049;
P19022	PF00028;PF01049;PF08758;
P22223	PF00028;PF01049;
Q5T440	PF08669;
Q9HA72	PF14798;
Q9HC96	PF01067;PF00648;
Q6MZZ7	PF01067;PF00648;
O75155	PF08623;
Q8ND23	PF16000;PF13516;
Q96PB1	PF07779;
Q13948	PF08172;
O14958	PF01216;
P08311	PF00089;
Q03135	PF01146;
Q13938	PF13499;
P52907	PF01267;
Q6UXQ4	PF15846;
A6NN90	PF15479;
Q53S99	PF01770;
Q6P9G0	PF00173;
Q8NDL9	PF00246;
P16870	PF00246;
P14384	PF00246;
P16152	PF00106;
P0C6P0	PF15787;
